add-s,4,10000,80000,4398113,54,0
add-c,4,10000,80000,4056882,50,0
add-m,4,10000,80000,6303291,78,0
add-s,4,10000,80000,3377073,42,0
add-c,4,10000,80000,3928274,49,0
add-m,8,10,160,151120,944,0
add-s,8,10,160,413382,2583,0
add-c,8,10,160,106072,662,0
add-m,8,20,320,152497,476,0
add-s,8,20,320,104019,325,0
add-c,8,20,320,145567,454,0
add-m,8,40,640,137584,214,0
add-s,8,40,640,477980,746,0
add-c,8,40,640,168434,263,0
add-m,8,80,1280,177397,138,0
add-s,8,80,1280,218508,170,0
add-c,8,80,1280,180418,140,0
add-m,8,100,1600,199313,124,0
add-s,8,100,1600,121347,75,0
add-c,8,100,1600,124591,77,0
add-m,8,1000,16000,1513687,94,0
add-s,8,1000,16000,1245618,77,0
add-c,8,1000,16000,916432,57,0
add-m,8,10000,160000,15183988,94,0
add-s,8,10000,160000,17799936,111,0
add-c,8,10000,160000,16699322,104,0
add-m,8,10000,160000,14928808,93,0
add-s,8,10000,160000,22508193,140,0
add-c,8,10000,160000,14840643,92,0
add-m,12,10,240,393190,1638,0
add-s,12,10,240,230608,960,0
add-c,12,10,240,172858,720,0
add-m,12,20,480,169601,353,0
add-s,12,20,480,163118,339,0
add-c,12,20,480,299265,623,0
add-m,12,40,960,159888,166,0
add-s,12,40,960,158844,165,0
add-c,12,40,960,156326,162,0
add-m,12,80,1920,300793,156,0
add-s,12,80,1920,204363,106,0
add-c,12,80,1920,174728,91,0
add-m,12,100,2400,160215,66,0
add-s,12,100,2400,135029,56,0
add-c,12,100,2400,138922,57,0
add-m,12,1000,24000,2214439,92,0
add-s,12,1000,24000,2383479,99,0
add-c,12,1000,24000,1718671,71,0
add-m,12,10000,240000,22218412,92,0
add-s,12,10000,240000,30625468,127,0
add-c,12,10000,240000,21447924,89,0
add-m,12,10000,240000,22104443,92,0
add-s,12,10000,240000,25661464,106,0
add-c,12,10000,240000,22213148,92,0
add-yield-m,1,10,20,58772,2938,0
add-yield-s,1,10,20,59179,2958,0
add-yield-c,1,10,20,110030,5501,0
add-yield-m,1,20,40,64051,1601,0
add-yield-s,1,20,40,109535,2738,0
add-yield-c,1,20,40,121303,3032,0
add-yield-m,1,40,80,123544,1544,0
add-yield-s,1,40,80,120286,1503,0
add-yield-c,1,40,80,49176,614,0
add-yield-m,1,80,160,137194,857,0
add-yield-s,1,80,160,141199,882,0
add-yield-c,1,80,160,109914,686,0
add-yield-m,1,100,200,150844,754,0
add-yield-s,1,100,200,146338,731,0
add-yield-c,1,100,200,51025,255,0
add-yield-m,1,1000,2000,858725,429,0
add-yield-s,1,1000,2000,689762,344,0
add-yield-c,1,1000,2000,101694,50,0
add-yield-m,1,10000,20000,7686768,384,0
add-yield-s,1,10000,20000,6733714,336,0
add-yield-c,1,10000,20000,329796,16,0
add-yield-m,1,10000,20000,6894627,344,0
add-yield-s,1,10000,20000,6738461,336,0
add-yield-c,1,10000,20000,332084,16,0
add-yield-m,2,10,40,106959,2673,0
add-yield-s,2,10,40,148868,3721,0
add-yield-c,2,10,40,101002,2525,0
add-yield-m,2,20,80,99401,1242,0
add-yield-s,2,20,80,113041,1413,0
add-yield-c,2,20,80,98792,1234,0
add-yield-m,2,40,160,163906,1024,0
add-yield-s,2,40,160,79579,497,0
add-yield-c,2,40,160,73630,460,0
add-yield-m,2,80,320,312965,978,0
add-yield-s,2,80,320,202877,633,0
add-yield-c,2,80,320,57848,180,0
add-yield-m,2,100,400,334966,837,0
add-yield-s,2,100,400,174237,435,0
add-yield-c,2,100,400,139491,348,0
add-yield-m,2,1000,4000,2592763,648,0
add-yield-s,2,1000,4000,1435795,358,0
add-yield-c,2,1000,4000,182002,45,0
add-yield-m,2,10000,40000,23187639,579,0
add-yield-s,2,10000,40000,13930869,348,0
add-yield-c,2,10000,40000,1577977,39,0
add-yield-m,2,10000,40000,27247544,681,0
add-yield-s,2,10000,40000,13772716,344,0
add-yield-c,2,10000,40000,1833675,45,0
add-yield-m,4,10,80,158092,1976,0
add-yield-s,4,10,80,88305,1103,0
add-yield-c,4,10,80,175962,2199,0
add-yield-m,4,20,160,220882,1380,0
add-yield-s,4,20,160,103768,648,0
add-yield-c,4,20,160,47200,295,0
add-yield-m,4,40,320,314051,981,0
add-yield-s,4,40,320,168983,528,0
add-yield-c,4,40,320,73319,229,0
add-yield-m,4,80,640,495808,774,0
add-yield-s,4,80,640,284852,445,0
add-yield-c,4,80,640,47381,74,0
add-yield-m,4,100,800,555650,694,0
add-yield-s,4,100,800,423371,529,0
add-yield-c,4,100,800,124341,155,0
add-yield-m,4,1000,8000,5375021,671,0
add-yield-s,4,1000,8000,3329859,416,0
add-yield-c,4,1000,8000,450882,56,0
add-yield-m,4,10000,80000,55046923,688,0
add-yield-s,4,10000,80000,31874668,398,0
add-yield-c,4,10000,80000,3262444,40,0
add-yield-m,4,10000,80000,54943232,686,0
add-yield-s,4,10000,80000,32306592,403,0
add-yield-c,4,10000,80000,4430871,55,0
add-yield-m,8,10,160,224182,1401,0
add-yield-s,8,10,160,112800,705,0
add-yield-c,8,10,160,114001,712,0
add-yield-m,8,20,320,275905,862,0
add-yield-s,8,20,320,194380,607,0
add-yield-c,8,20,320,116394,363,0
add-yield-m,8,40,640,504448,788,0
add-yield-s,8,40,640,323554,505,0
add-yield-c,8,40,640,109022,170,0
add-yield-m,8,80,1280,997797,779,0
add-yield-s,8,80,1280,709863,554,0
add-yield-c,8,80,1280,105085,82,0
add-yield-m,8,100,1600,1223894,764,0
add-yield-s,8,100,1600,3727853,2329,0
add-yield-c,8,100,1600,115848,72,0
add-yield-m,8,1000,16000,11862681,741,0
add-yield-s,8,1000,16000,7601372,475,0
add-yield-c,8,1000,16000,1246080,77,0
add-yield-m,8,10000,160000,119555085,747,0
add-yield-s,8,10000,160000,94136051,588,0
add-yield-c,8,10000,160000,15505092,96,0
add-yield-m,8,10000,160000,120369212,752,0
add-yield-s,8,10000,160000,90192080,563,0
add-yield-c,8,10000,160000,13785993,86,0
add-yield-m,12,10,240,267121,1113,0
add-yield-s,12,10,240,167494,697,0
add-yield-c,12,10,240,179027,745,0
add-yield-m,12,20,480,452253,942,0
add-yield-s,12,20,480,8241822,17170,0
add-yield-c,12,20,480,168279,350,0
add-yield-m,12,40,960,1232808,1284,0
add-yield-s,12,40,960,37444367,39004,0
add-yield-c,12,40,960,394663,411,0
add-yield-m,12,80,1920,1676984,873,0
add-yield-s,12,80,1920,44792486,23329,0
add-yield-c,12,80,1920,146983,76,0
add-yield-m,12,100,2400,2094125,872,0
add-yield-s,12,100,2400,8072945,3363,0
add-yield-c,12,100,2400,878505,366,0
add-yield-m,12,1000,24000,20035159,834,0
add-yield-s,12,1000,24000,3375532884,140647,0
add-yield-c,12,1000,24000,2269959,94,0
add-yield-m,12,10000,240000,208050578,866,0
add-yield-s,12,10000,240000,6164080010,25683,0
add-yield-c,12,10000,240000,23937352,99,0
add-yield-m,12,10000,240000,207437199,864,0
add-yield-s,12,10000,240000,41479251741,172830,0
add-yield-c,12,10000,240000,25385919,105,0
